name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score
Whispering Angel,NA,Provence,France,2018,Rosé wine,Caves d'Esclans,1500,449,299.33,0.043430327731934656,13,74095,NA
Rock Angel,NA,Provence,France,2018,Rosé wine,Caves d'Esclans,750,289,385.33,0.03503490514623829,13.5,76256,NA
Rock Angel,NA,Provence,France,2018,Red wine,Caves d'Esclans,1500,599,399.33,0.03380662609871535,13.5,76256,NA
Monchiero,Barolo,Piemonte,Italy,2014,Red wine,Monchiero F.Lli Remo E Vittorio,750,331,441.33,0.03172229397503002,14,78160,NA
Monchiero,Langhe Nebbiolo,Piemonte,Italy,2016,Red wine,Monchiero F.Lli Remo E Vittorio,750,183,244,0.05737704918032787,14,78161,NA
Carm,SO2 Free,Douro,Portugal,2017,Red wine,CARM - Casa Agricola Roboredo Madeira SA,750,189,252,0.05357142857142857,13.5,74848,NA
Château du Coing,Comte de Saint Hubert,Loiredalen,France,2010,White wine,Vérinique Gûnther-Chereau,750,199,265.33,0.04522669882787472,12,75861,NA
Batuta,NA,Douro,Portugal,2016,Red wine,Niepoort Vinhos,750,599,798.67,0.015024979027633441,12,77879,NA
Mixlåda Chenin Blanc 1,NA,NA,South Africa,NA,White wine,Flera producenter,2250,897,398.67,0.0326084230064966,13,73030,NA
Poeira,Branco,Douro,Portugal,2016,White wine,Quinta do Poeira,750,359,478.67,0.028203146217644724,13.5,74066,NA
Château du Coing,L'Ancestrale Monniéres Saint Fiacre,Loiredalen,France,2015,White wine,Véronique Günther Chereau,750,169,225.33,0.05325522566901877,12,79304,NA
Rocky Point,Pinot Noir,Central Otago,New Zealand,2017,Red wine,Prophet's Rock Wines LTD,750,279,372,0.03494623655913978,13,73513,NA
Piemonte Rosato,Frizzante,Piemonte,Italy,2018,Rosé wine,Ca' de Lion,750,169,225.33,0.05325522566901877,12,78493,NA
Piemonte,Albarossa,Piemonte,Italy,2013,Red wine,Viotti,750,249,332,0.04216867469879518,14,76697,NA
Bellenos,Rosé Coteaux Bourguignons,Bourgogne,France,2017,Rosé wine,Maison Roche de Bellene,750,139,185.33,0.07014514649544056,13,74649,NA
Van Loggerenberg,Break a Leg,Western Cape,South Africa,2018,Rosé wine,Lukas Van Loggerenberg Wines,750,165,220,0.05454545454545454,12,75180,NA
Kaesler,The Fave Grenache,South Australia,Australia,2018,Red wine,Kaesler Wines,750,269,358.67,0.03763905539911339,13.5,71502,NA
Kaesler,Cabernet Sauvignon,South Australia,Australia,2017,Red wine,Kaesler Wines,750,269,358.67,0.04182117266568154,15,73472,NA
Kaesler,Old Bastard Shiraz,South Australia,Australia,2016,Red wine,Kaesler Wines,750,1029,1372,0.010568513119533527,14.5,75914,NA
Mulderbosch,Chenin Blanc,Western Cape,South Africa,2018,White wine,Mulderbosch Vineyards,3000,229,76.33,0.15721210533211058,12,76691,NA
Château de la Gravelle,Gorges,Loiredalen,France,2014,White wine,Véronique Günther Chereau,750,169,225.33,0.05325522566901877,12,77191,NA
Bassermann-Jordan,La Vie Trocken,Pfalz,Germany,2018,Rosé wine,Dr von Bassermann-Jordan,750,169,225.33,0.05325522566901877,12,77119,NA
Bassermann-Jordan,Blanc de Noir Trocken,Pfalz,Germany,2018,Rosé wine,Dr von Bassermann-Jordan,750,169,225.33,0.055474193405227884,12.5,74216,NA
Les Deux Chênes,Mas de Boislauzon,Rhonedalen,France,2016,Red wine,Mas de Boislauzon,750,149,198.67,0.07550208889112599,15,76206,NA
Naunda,Barbera d´Alba Superiore,Piemonte,Italy,2017,Red wine,Azienda Agricola Bric Cenciurio,750,249,332,0.045180722891566265,15,70804,NA
Barbera d'Alba,NA,Piemonte,Italy,2018,Red wine,Azienda Agricola Bric Cenciurio,750,199,265.33,0.05276448196585384,14,76688,NA
Sito dei Fossili,Roero Arneis,Piemonte,Italy,2018,White wine,Azienda Agricola Bric Cenciurio,750,199,265.33,0.04899559039686428,13,70842,NA
Barolo,NA,Piemonte,Italy,2014,Red wine,Azienda Agricola Bric Cenciurio,750,369,492,0.028455284552845527,14,78670,NA
Domaine La Fourmone,le Poète,Rhonedalen,France,2017,Red wine,Domaine la Fourmone,750,179,238.67,0.05865839862571752,14,79102,NA
Macià Batle,1856,Balearerna,Spain,2015,Red wine,Macià Batle,750,199,265.33,0.05276448196585384,14,79583,NA
Castaño GSM,Monastrell Syrah Garnacha,Murcia,Spain,2017,Red wine,Bodegas Castaño,750,99,132,0.10606060606060606,14,76826,NA
Santa,Castaño,Murcia,Spain,2015,Red wine,Bodegas Castaño,750,199,265.33,0.05464892775034862,14.5,73105,NA
Casa de la Cera,NA,Murcia,Spain,2014,Red wine,Bodegas Castaño,750,389,518.67,0.028920122621319915,15,76851,NA
Casa Cisca,Monastrell,Murcia,Spain,2014,Red wine,Bodegas Castaño,750,399,532,0.02819548872180451,15,77670,NA
Pittnauer,Pinot Noir,Burgenland,Austria,2018,Red wine,Weingut Pittnauer,750,196,261.33,0.05165882217885433,13.5,77108,NA
Terrasses de la Mer,Rosé D´Une Nuit,Languedoc-Roussillon,France,2018,Rosé wine,LGI,750,79,105.33,0.11392765593847906,12,76818,NA
Pierre Dupond,Chardonnay,Languedoc-Roussillon,France,2017,White wine,Pierre Dupond,750,85,113.33,0.11470925615459278,13,75752,NA
Pierre Dupond,Cabernet Sauvignon,Languedoc-Roussillon,France,2017,Red wine,Pierre Dupond,750,85,113.33,0.11912115062207712,13.5,79116,NA
Eviotos,Red Organic,Thessalien,Greece,2013,Red wine,Athanasios Minas,750,169,225.33,0.062131096613855234,14,75626,NA
Eviotos,White Organic,Thessalien,Greece,2018,White wine,Athanasios Minas,750,166,221.33,0.05873582433470383,13,79772,NA
Weinmann,Grüner Veltliner Klassik,Niederösterreich,Austria,2018,White wine,ViniMundi,1000,89,89,0.1348314606741573,12,73522,NA
Michel Baudet,Blanc Prestige,Bordeaux,France,2017,White wine,Vignobles Michel Baudet,750,155,206.67,0.06290221125465718,13,72346,NA
Vinlåda XIV,Rosé,NA,Italy,NA,Rosé wine,Flera producenter,4750,1296,272.84,0.043981820847383085,12,76057,NA
Frappato,Terre Siciliane,Sicilien,Italy,2017,Red wine,Pianogrillo,750,199,265.33,0.0471111446123695,12.5,73705,NA
Raboso,Frizzante,Venetien,Italy,NA,Red wine,Capo di Vigna Soc. Agr. s.s.,750,149,198.67,0.057884934816529926,11.5,79044,NA
Capo di Vigna,Rosé Frizzante,Venetien,Italy,NA,Rosé wine,Capo di Vigna Soc. Agr. s.s.,750,149,198.67,0.05536819852015906,11,73111,NA
Ancelotta,NA,Venetien,Italy,NA,Red wine,Capo di Vigna Soc. Agr. s.s.,750,149,198.67,0.0604016711129008,12,70758,NA
Allesverloren,Touriga Naçional,Western Cape,South Africa,2016,Red wine,Allesverloren Wine Estate,750,135,180,0.075,13.5,2005,NA
Kloster Eberbach,Riesling Spätlese,Rheingau,Germany,2017,White wine,Kloster Eberbach,750,129,172,0.046511627906976744,8,6257,NA
Bourgogne Blanc Jurassique,J M Brocard,Bourgogne,France,2016,White wine,J M Brocard,750,119,158.67,0.08193105186865823,13,5688,NA
Campolieti,NA,Venetien,Italy,2014,Red wine,Luigi Righetti,1500,248,165.33,0.08165487207403374,13.5,6792,NA
Rocca Guicciarda,Riserva,Toscana,Italy,2016,Red wine,Barone Ricasoli,750,159,212,0.06367924528301887,13.5,2723,NA
Rocca Guicciarda,Riserva,Toscana,Italy,2016,Red wine,Barone Ricasoli,375,85,226.67,0.05955794767724004,13.5,2723,NA
Tania,NA,Rheinhessen,Germany,NA,White wine,Johannes Egberts GmbH,3000,169,56.33,0.15089650275164213,8.5,5850,NA
Puligny-Montrachet,Premier Cru La Garenne,Bourgogne,France,2004,White wine,Simon Bize et Fils,750,699,932,0.013948497854077254,13,89317,NA
Lapostolle,Cuvée Alexandre Cabernet Sauvignon,Valle Central,Chile,2013,Red wine,Lapostolle,750,235,313.33,0.04627708805412824,14.5,89320,NA
Lapostolle,Cuvée Alexandre Chardonnay,Valle Central,Chile,2015,White wine,Lapostolle,750,235,313.33,0.04627708805412824,14.5,89321,NA
Lapostolle,Grand Selection Cabernet Sauvignon,Valle Central,Chile,2013,Red wine,Lapostolle,750,139,185.33,0.0728430367452652,13.5,89322,NA
CHILL OUT,Chardonnay Australia,South Eastern Australia,Australia,2018,White wine,Altia,3000,219,73,0.17123287671232876,12.5,22280,NA
Drostdy-Hof,Cape Red Shiraz Merlot,NA,South Africa,2017,Red wine,Drostdy Cellars,3000,199,66.33,0.203527815468114,13.5,12038,NA
Lindemans Bin 50,Shiraz,South Eastern Australia,Australia,2018,Red wine,Lindemans,750,79,105.33,0.12816861293078896,13.5,6374,NA
Saint-Joseph,Cuvée André Péalat,Rhonedalen,France,2013,Red wine,Gilles Robin,750,319,425.33,0.03056450285660546,13,82952,NA
Campo Alto,Ripasso,Venetien,Italy,2014,Red wine,Cantina Valpolicella Negrar,750,195,260,0.05384615384615385,14,81773,NA
Oremus Toakji,Aszú 5 Puttonyos,Tokaj,Hungary,2008,White wine,Tokaj Oremus,500,599,1198,0.01001669449081803,12,81727,NA
Inycon,Shiraz,Sicilien,Italy,2017,Red wine,Inycon Estate,750,79,105.33,0.13291559859489224,14,12355,NA
Springfield Estate,Life from Stone Sauvignon Blanc,Western Cape,South Africa,2018,White wine,Springfield Estate,750,179,238.67,0.0523735702015335,12.5,81775,NA
Rawson's Retreat,Shiraz Cabernet,South Eastern Australia,Australia,2018,Red wine,Rawson's Retreat,375,49,130.67,0.103313690977271,13.5,6942,NA
Künstler,Hochheim Hölle Riesling Grosses Gewächs,Rheingau,Germany,2016,White wine,Künstler,750,429,572,0.021853146853146852,12.5,73860,NA
Künstler,Kostheim Weiss Erd Riesling Grosses Gewächs,Rheingau,Germany,2015,White wine,Künstler,750,299,398.67,0.033862593122131086,13.5,73011,NA
Künstler,Hochheimer Herrnberg Erste Lage Riesling Trocken,Rheingau,Germany,2016,White wine,Künstler,750,179,238.67,0.0523735702015335,12.5,73936,NA
il Conte,Montepulciano d'Abruzzo,Abruzzerna,Italy,2017,Red wine,Nordic Sea Winery,375,40,106.67,0.13124589856566982,14,2322,NA
Morgon,Côte du Py,Bourgogne,France,2016,Red wine,Domaine Joubert,750,252,336,0.03720238095238095,12.5,74361,NA
Palazzo Maffei,Amarone,Venetien,Italy,2013,Red wine,Palazzo Maffei,750,269,358.67,0.04182117266568154,15,70923,NA
Roza,NA,NA,Greece,2016,Rosé wine,S. Kechri & Co. Winery - Distillery,750,225,300,0.041666666666666664,12.5,74438,NA
Carignan en Famille,Carignan,Languedoc-Roussillon,France,2017,Red wine,Clos des Vins d´Amour,750,139,185.33,0.0728430367452652,13.5,75260,NA
Clotilde Davenne,Bourgogne Rosé,Bourgogne,France,2018,Rosé wine,Sarl Clotilde Davenne,750,129,172,0.07267441860465117,12.5,73690,NA
Hecht & Bannier,Languedoc Rouge Syrah Grenache Carignan,Languedoc-Roussillon,France,2015,Red wine,Hecht & Bannier,750,140,186.67,0.0749986607382011,14,73282,NA
San Polino,Rosso di Montalcino,Toscana,Italy,2015,Red wine,Az. Agr. San Polino di Fabbro Luigi,750,249,332,0.043674698795180725,14.5,71706,NA
San Polino,Brunello di Montalcino,Toscana,Italy,2012,Red wine,Az. Agr. San Polino di Fabbro Luigi,750,499,665.33,0.021793696361204214,14.5,73913,NA
Note Bleue,NA,Provence,France,2016,Rosé wine,Les Maîtres Vignerons de la Presqu’Ile de Saint-Tropez,750,109,145.33,0.08945159292644327,13,74075,NA
Hecht & Bannier,Rosé,Languedoc-Roussillon,France,2016,Rosé wine,Hecht & Bannier,750,125,166.67,0.0749985000299994,12.5,74851,NA
The Stump Jump,White,South Australia,Australia,2017,White wine,d'Arenberg,750,105,140,0.08857142857142858,12.4,82946,NA
Tahbilk,Shiraz,Victoria,Australia,2015,Red wine,Tahbilk,750,169,225.33,0.06435006435006435,14.5,86369,NA
Viña Maipo,Cabernet Sauvignon,Valle Central,Chile,2018,Red wine,Viña Maipo SpA,3000,197,65.67,0.1827318410232983,12,16510,NA
Viña Maipo,Carmenère,Valle Central,Chile,2018,Red wine,Viña Maipo SpA,750,59,78.67,0.15889157239100038,12.5,6685,NA
Château la Tour de By,NA,Bordeaux,France,NA,Red wine,Bordeauxslott,750,199,265.33,0.05088003618135906,13.5,3083,NA
Château la Tour de By,NA,Bordeaux,France,2014,Red wine,Bordeauxslott,375,89,237.33,0.05688282138794084,13.5,3083,NA
Delas,Côtes-du-Ventoux,Rhonedalen,France,2015,Red wine,Delas,750,99,132,0.10984848484848485,14.5,83179,NA
Château Labadie,NA,Bordeaux,France,2016,Red wine,Bordeauxslott,750,141,188,0.07712765957446809,14.5,3550,NA
Simonsig,Chardonnay,Western Cape,South Africa,2018,White wine,Simonsig Estate,750,92,122.67,0.11005135730007337,13.5,2032,NA
Chapel Hill,Chardonnay,Balaton,Hungary,2014,White wine,Balatonboglár Winery,3000,189,63,0.1984126984126984,12.5,7032,NA
Penfolds Koonunga Hill,Shiraz Cabernet,South Eastern Australia,Australia,2017,Red wine,Penfolds,375,59,157.33,0.0921629695544397,14.5,6253,NA
Lynmar Russian River,Pinot Noir,Kalifornien,US,2017,Red wine,Lynmar Estate,750,499,665.33,0.021793696361204214,14.5,83190,NA
Rocca di Montemassi,Calasole Vermentino,Toscana,Italy,2017,White wine,Rocca di Montemassi,750,104,138.67,0.0937477464484027,13,83176,NA
Sunrise,Chardonnay,Valle Central,Chile,2018,White wine,Concha y Toro,750,65,86.67,0.14999423099111572,13,6656,NA
Pago de Los Capellanes,Tinto Crianza,Kastilien-León,Spain,2014,Red wine,Pago de los Capellanes,750,289,385.33,0.03503490514623829,13.5,83144,NA
Domaine Gerovassiliou,Syrah,Makedonien,Greece,2013,Red wine,Domaine Gerovassiliou,750,289,385.33,0.036332494225728595,14,83150,NA
Maculan Fratta,NA,Venetien,Italy,2013,Red wine,Maculan,750,574,765.33,0.018946075549109532,14.5,83149,NA
Tignanello,NA,Toscana,Italy,2015,Red wine,Marchesi Antinori,750,769,1025.33,0.013166492738923079,13.5,32152,NA
Alpha Estate,NA,Makedonien,Greece,2014,Red wine,Alpha Estate,750,229,305.33,0.04421445648969967,13.5,83160,NA
Maculan,Ferrata,Venetien,Italy,2015,White wine,Maculan,750,299,398.67,0.033862593122131086,13.5,83268,NA
Château Julia,Merlot,Makedonien,Greece,2017,Red wine,Domaine Lazaridi,750,244,325.33,0.046107029785141244,15,83277,NA
Claudio Rosso,Sicilia,Sicilien,Italy,NA,Red wine,Nordic Sea Winery,750,74,98.67,0.13175230566534915,13,83230,NA
Claudio Bianco,Sicilia,Sicilien,Italy,NA,White wine,Nordic Sea Winery,750,74,98.67,0.13175230566534915,13,83252,NA
Quinta de Chocapalha,Red Wine,Lisboa,Portugal,2015,Red wine,Quinta de Chocapalha,750,129,172,0.07848837209302326,13.5,83271,NA
Markus Molitor,Riesling Trocken,Mosel,Germany,2017,White wine,Weingut Markus Molitor,750,179,238.67,0.050278627393472164,12,83270,NA
Kaapzicht,Shiraz,Western Cape,South Africa,2006,Red wine,Kaapzicht Estate,12000,4162,346.83,0.04180722544185913,14.5,83269,NA
Rotes Tor,Grüner Veltliner Federspiel,Niederösterreich,Austria,2015,White wine,Franz Hirtzberger,750,274,365.33,0.03284701502750938,12,83246,NA
Maculan,Dindarello,Venetien,Italy,2016,White wine,Maculan,375,169,450.67,0.0244081034903588,11,83253,NA
Domìni Veneti,Vigneti di Jago,Venetien,Italy,2010,Red wine,Domìni Veneti,750,542,722.67,0.022831998007389265,16.5,83212,NA
Domìni Veneti,Vigneti di Torbe Ripasso,Venetien,Italy,2014,Red wine,Domìni Veneti,750,179,238.67,0.056563455817656184,13.5,83267,NA
Lafôa,Cabernet Sauvignon,Trentino-Alto Adige,Italy,2013,Red wine,Colterenzio,750,799,1065.33,0.01267212976260877,13.5,83224,NA
Lafôa,Sauvignon,Trentino-Alto Adige,Italy,2015,White wine,Colterenzio,750,373,497.33,0.02714495405465184,13.5,83206,NA
Pago de Los Capellanes,Joven Roble,Kastilien-León,Spain,2015,Red wine,Pago de los Capellanes,750,194,258.67,0.052190049097305444,13.5,83205,NA
Château de Parenchère,Clairet,Bordeaux,France,2018,Rosé wine,Bordeauxslott,750,119,158.67,0.08193105186865823,13,83243,NA
Villa Puccini,Chianti Classico Riserva,Toscana,Italy,2014,Red wine,Castellani,750,145,193.33,0.06724253866445973,13,22328,NA
La Montesa,NA,Rioja,Spain,2016,Red wine,Alvaro Palacios,750,179,238.67,0.05865839862571752,14,83443,NA
Domaine Gerovassiliou,Fumé Sauvignon Blanc,Makedonien,Greece,2007,White wine,Domaine Gerovassiliou,750,224,298.67,0.04185221147085412,12.5,83537,NA
The Footbolt,Shiraz,South Australia,Australia,2010,Red wine,d'Arenberg,750,159,212,0.06745283018867924,14.3,83543,NA
Château la Tour de Beraud,NA,Rhonedalen,France,2017,Red wine,Château Mourgues du Grès,5000,499,99.8,0.13527054108216433,13.5,83753,NA
Château Jolys,Famille Latrille,Frankrike sydväst,France,2017,White wine,Société des Domaines Latrille,750,109,145.33,0.09633248469001582,14,5526,NA
Camino de Navaherreros,Bodegas Bernabeleva,Madrid,Spain,2017,Red wine,Bodegas Bernabeleva,750,129,172,0.07848837209302326,13.5,4980,NA
Bourgogne Les Murelles,Domaine Roux,Bourgogne,France,2017,White wine,Domaine Roux,750,149,198.67,0.06291840740927165,12.5,5837,NA
Bourgogne Les Murelles,Domaine Roux,Bourgogne,France,2017,White wine,Domaine Roux,375,85,226.67,0.05514624784929634,12.5,5837,NA
Dorivm,Reserva Seleccion de la Familia,Kastilien-León,Spain,2013,Red wine,Bodegas Thesaurus,750,229,305.33,0.04585202895228114,14,3738,NA
Raccolto,Nero d'Avola Cabernet Sauvignon Organic,Sicilien,Italy,2018,Red wine,Nordic Sea Winery,3000,249,83,0.1746987951807229,14.5,32452,NA
Cape Mentelle,Cabernet Merlot,Western Australia,Australia,2014,Red wine,Cape Mentelle,750,221,294.67,0.04751077476499135,14,83735,NA
Château Gravas,NA,Bordeaux,France,2012,White wine,Bordeauxslott,750,349,465.33,0.029011669138031076,13.5,84192,NA
Victoria,Mama di Rosa,Venetien,Italy,2016,Rosé wine,Cantine Vitevis SCA,750,49,65.33,0.198989744374713,13,76128,NA
Victoria,La Vita Bella,Venetien,Italy,2016,White wine,Cantine Vitevis SCA,750,49,65.33,0.198989744374713,13,78909,NA
Côte de Nuis-Villages,Domaine des Tilleuls,Bourgogne,France,2014,Red wine,Philippe Livera,750,349,465.33,0.027937162873659556,13,70381,NA
Brunelli,Campo del Maestro,Venetien,Italy,2016,Red wine,Brunelli,750,264,352,0.04261363636363636,15,74045,NA
Brunello di Montalcino,Il Marroneto,Toscana,Italy,2014,Red wine,Az. Agr. il Marroneto di Mori Alessandro,750,590,786.67,0.01779653476044593,14,79074,NA
Brunello di Montalcino,Madonna delle Grazie,Toscana,Italy,2013,Red wine,Az. Agr. il Marroneto di Mori Alessandro,750,1187,1582.67,0.009161733020781337,14.5,79988,NA
Brunello di Montalcino,Val di Suga,Toscana,Italy,2013,Red wine,Tenimenti Angelini,750,259,345.33,0.04054093186227666,14,42302,NA
Secastilla,NA,Aragonien,Spain,2005,Red wine,Viñas del Vero,750,279,372,0.03763440860215054,14,71029,NA
La Miranda,de Secastilla,Aragonien,Spain,2012,Red wine,Viñas del Vero,750,99,132,0.10606060606060606,14,71030,NA
Leth,Grüner Veltliner Brunnthal,Niederösterreich,Austria,2015,White wine,Weingut Leth,750,159,212,0.06132075471698113,13,83778,NA
Rosso di Montalcino,Il Marroneto,Toscana,Italy,2016,Red wine,Az. Agr. il Marroneto di Mori Alessandro,750,348,464,0.029094827586206896,13.5,72892,NA
Trapan,Terra Mare,Primorska,Croatia,2015,Red wine,Trapan,750,215,286.67,0.048836641434401924,14,72288,NA
Louis Jadot,Coteaux Bourguignons,Bourgogne,France,2017,Red wine,Louis Jadot,750,119,158.67,0.07877985756601753,12.5,79047,NA
Weingut Julius,Silvaner Trocken,Rheinhessen,Germany,2016,White wine,Weingut Julius,750,181,241.33,0.04972444370778602,12,79440,NA
Weingut Julius,Goldmuskateller,Rheinhessen,Germany,2017,White wine,Weingut Julius,750,181,241.33,0.047652591886628265,11.5,78373,NA
Weingut Julius,Sauvignon Blanc Trocken,Rheinhessen,Germany,2017,White wine,Weingut Julius,750,181,241.33,0.053868147350101515,13,78950,NA
Mala,Nevina,Primorska,Croatia,2015,White wine,Saints Hills d.o.o,750,225,300,0.045,13.5,79349,NA
Saints Hills,Dingac,Primorska,Croatia,2013,Red wine,Saints Hills d.o.o,750,389,518.67,0.026028110359187926,13.5,71094,NA
Wynns,The Siding Cabernet Sauvignon,South Australia,Australia,2012,Red wine,Wynns Coonawarra Estate,750,139,185.33,0.0728430367452652,13.5,75066,NA
Van Ardi,Areni Reserve,NA,Armenia,2015,Red wine,Van Ardi LCC,750,264,352,0.03835227272727273,13.5,76346,NA
Van Ardi,Syrah Reserve,NA,Armenia,2015,Red wine,Van Ardi LCC,750,259,345.33,0.0419888222859294,14.5,71278,NA
Di Capo,Gavi di Gavi,Piemonte,Italy,2016,White wine,Roberto Sarotto,750,129,172,0.07267441860465117,12.5,74815,NA
Torsebro Vita,NA,Skåne län,Sweden,2016,White wine,Cehlin Vingård,500,170,340,0.029411764705882353,10,31720,NA
Torsebro Röda,NA,Skåne län,Sweden,2016,Red wine,Cehlin Vingård,500,170,340,0.029411764705882353,10,31721,NA
De Bortoli,Gewürztraminer Riesling,South Eastern Australia,Australia,2018,White wine,De Bortoli,750,79,105.33,0.11392765593847906,12,6403,NA
Kevin Arnold,Shiraz,Western Cape,South Africa,2013,Red wine,Waterford Wines,750,219,292,0.04794520547945205,14,6506,NA
Ott Am Berg,Grüner Veltliner Trocken,Niederösterreich,Austria,2018,White wine,Bernhard Ott,750,185,246.67,0.048647991243361575,12,88232,NA
Estate Argyros,Vinsa'nto,Aegean Islands,Greece,2010,White wine,Estate Argyros,500,329,658,0.019756838905775075,13,73387,NA
Arilds Vingård Solaris,NA,Skåne län,Sweden,2016,White wine,Arilds vingård,750,149,198.67,0.07046861629838426,14,31727,NA
Errazuriz,Cabernet Sauvignon Rosé,Valle Central,Chile,2018,Rosé wine,Errazuriz,375,48,128,0.09765625,12.5,2970,NA
Retsina Cambas,NA,NA,Greece,NA,White wine,Boutari,750,109,145.33,0.07913025528108442,11.5,82524,NA
A Christmann,Riesling,Pfalz,Germany,2017,White wine,A Christmann,750,139,185.33,0.06474936599579129,12,5882,NA
Gini,Soave Classico,Venetien,Italy,2016,White wine,Gini,750,189,252,0.0496031746031746,12.5,75000,NA
Viña Albali,Gran Reserva,Kastilien-La Mancha,Spain,2011,Red wine,Felix Solis,750,89,118.67,0.10954748462121851,13,2788,NA
La Bastide Blanche,NA,Provence,France,2016,Red wine,Earl Bronzo,750,189,252,0.057539682539682536,14.5,2262,NA
Barbera d'Alba,Luigi Voghera,Piemonte,Italy,2017,Red wine,Luigi Voghera,750,119,158.67,0.08823344047393963,14,2365,NA
Regolo,Rosso,Venetien,Italy,2016,Red wine,Sartori,750,159,212,0.06367924528301887,13.5,82390,NA
Errazuriz MAX,Reserva Cabernet Sauvignon,Aconcagua,Chile,2016,Red wine,Viña Errázuriz,750,149,198.67,0.07046861629838426,14,84926,NA
Château la Reyne,Prestige,Frankrike sydväst,France,2014,Red wine,Château La Reyne,750,99,132,0.09848484848484848,13,2266,NA
A,Amarone,Venetien,Italy,2016,Red wine,Alpha Zeta,375,109,290.67,0.05160491278769739,15,12343,NA
A,Amarone,Venetien,Italy,2016,Red wine,Alpha Zeta,750,199,265.33,0.056533373534843404,15,12343,NA
Fontanafredda Ebbio,Langhe Nebbiolo,Piemonte,Italy,2016,Red wine,Fontanafredda,750,119,158.67,0.08508224617129893,13.5,22300,NA
Finca el Puig,NA,Katalonien,Spain,2012,Red wine,Cellers Fuentes,750,219,292,0.05136986301369863,15,2737,NA
Orballo,Albariño,Galicien,Spain,2017,White wine,Bodegas La Val,750,109,145.33,0.08601114704465698,12.5,2696,NA
Pepperwood Grove,Chardonnay,Kalifornien,US,2014,White wine,Don Sebastiani & Sons,750,109,145.33,0.09289203880822954,13.5,88252,NA
Raccolto,Nero d'Avola Cabernet Sauvignon Organic,Sicilien,Italy,2018,Red wine,Nordic Sea Winery,375,50,133.33,0.10875271881797044,14.5,32452,NA
Brunello di Montalcino,NA,Toscana,Italy,2014,Red wine,Col d'Orcia,375,159,424,0.03419811320754717,14.5,12357,NA
Robert Mondavi,Private Selection Chardonnay,Kalifornien,US,2015,White wine,Robert Mondavi,750,129,172,0.07848837209302326,13.5,82322,NA
Poggio al Vento,Riserva,Toscana,Italy,2012,Red wine,Col d'Orcia,750,849,1132,0.012809187279151944,14.5,84904,NA
Domaine Gerovassiliou,Viognier,Makedonien,Greece,2016,White wine,Domaine Gerovassiliou,750,224,298.67,0.04352629992968828,13,84931,NA
Boutari,Chardonnay,Makedonien,Greece,2015,White wine,Boutari,750,159,212,0.0589622641509434,12.5,82603,NA
Tabalí,Reserva Especial Pinot Noir,Coquimbo,Chile,2013,Red wine,Viña Tabalí,750,129,172,0.07848837209302326,13.5,83877,NA
Pinot Blanc d'Alsace,NA,Alsace,France,2015,White wine,Domaine Paul Blanck,750,159,212,0.0589622641509434,12.5,83414,NA
Hubert Beck,Réserve du Chevalier Pinot Gris,Alsace,France,2017,White wine,Hubert Beck,750,99,132,0.09848484848484848,13,12105,NA
Chablis,La Sereine,Bourgogne,France,2014,White wine,La Chablisienne,750,169,225.33,0.055474193405227884,12.5,85501,NA
Chablis,Premier Cru Mont de Milieu,Bourgogne,France,2015,White wine,La Chablisienne,750,289,385.33,0.033737316066747985,13,85507,NA
Thou Bianc,Chardonnay,Piemonte,Italy,2016,White wine,Bava,750,164,218.67,0.05945031325741986,13,82409,NA
Château Bonnet,NA,Bordeaux,France,2017,White wine,André Lurton,750,89,118.67,0.10533411982809472,12.5,4151,NA
Husets Röda,NA,NA,Spain,NA,Red wine,Åkesson Vin,1000,69,69,0.18840579710144928,13,2796,NA
Gustave Lorentz,Riesling Réserve,Alsace,France,2018,White wine,Gustave Lorentz,375,59,157.33,0.07945083582279285,12.5,22257,NA
Delas Les Launes,Crozes-Hermitage,Rhonedalen,France,2017,Red wine,Delas,375,87,232,0.05603448275862069,13,2800,NA
Château de Seguin,Cuvée Prestige,Bordeaux,France,2016,Red wine,Bordeauxslott,750,149,198.67,0.0679518800020134,13.5,3570,NA
Baron de Chirel,Reserva,Rioja,Spain,2012,Red wine,Marqués de Riscal,750,699,932,0.014484978540772532,13.5,83832,NA
McManis,Pinot Noir,Kalifornien,US,2017,Red wine,McManis Family Vineyards,750,109,145.33,0.09289203880822954,13.5,89371,NA
Sincérité,Sauvignon Blanc,Loiredalen,France,2015,White wine,Joseph Mellot,750,109,145.33,0.0825707011628707,12,89416,NA
Sancerre,La Chatellenie,Loiredalen,France,2015,White wine,Joseph Mellot,750,229,305.33,0.0425768840271182,13,89418,NA
Chablis,Premier Cru Montée de Tonnerre,Bourgogne,France,2015,White wine,La Chablisienne,750,289,385.33,0.033737316066747985,13,85528,NA
Goumenissa,NA,Makedonien,Greece,2012,Red wine,Boutari,750,123,164,0.07926829268292683,13,80032,NA
Fasoli Gino,Soave Borgoletto,Venetien,Italy,2016,White wine,Fasoli Gino,375,59,157.33,0.07945083582279285,12.5,12502,NA
Soave Righetti,NA,Venetien,Italy,2015,White wine,Luigi Righetti,750,91,121.33,0.09890381603890216,12,84910,NA
Avantis,Dolphins Assyrtiko,Aegean Islands,Greece,2016,White wine,Avantis Estate,750,199,265.33,0.05088003618135906,13.5,74292,NA
